1800
-0.42073,0.16467
-0.41600,0.27084
-0.39234,0.35479
-0.29928,0.41899
-0.14943,0.40417
-0.37402,0.28354
-0.34022,0.30404
-0.24917,0.32293
-0.33971,0.33372
-0.39625,0.33610
-0.40210,0.26823
-0.37579,0.34022
-0.39817,0.30596
-0.30418,0.37682
-0.29695,0.35221
-0.37599,0.25385
-0.34406,0.38684
-0.24083,0.34453
-0.26162,0.36989
-0.40007,0.21219
-0.28612,0.34650
-0.40263,0.23258
-0.32364,0.36841
-0.28807,0.41396
-0.39260,0.21029
-0.33302,0.31548
-0.33205,0.26677
-0.38847,0.34667
-0.36384,0.28605
-0.28374,0.37136
-0.27310,0.38277
-0.21592,0.38036
-0.35154,0.22723
-0.20267,0.38469
-0.34046,0.32662
-0.41612,0.24155
-0.39438,0.25860
-0.34598,0.29120
-0.40525,0.27300
-0.30486,0.38328
-0.27462,0.30971
-0.28169,0.34167
-0.24601,0.40938
-0.40654,0.18232
-0.40156,0.30161
-0.24929,0.32260
-0.39495,0.20779
-0.32265,0.30434
-0.25766,0.38511
-0.38567,0.29321
-0.21517,0.36003
-0.31773,0.33792
-0.26831,0.38712
-0.33782,0.30374
-0.38654,0.31691
-0.32018,0.26249
-0.29126,0.40582
-0.35662,0.33358
-0.32070,0.29264
-0.18807,0.37215
-0.28811,0.33615
-0.27816,0.30347
-0.35631,0.32188
-0.37637,0.20498
-0.27541,0.31487
-0.27516,0.39227
-0.17091,0.40224
-0.37106,0.28662
-0.32639,0.34806
-0.38761,0.26059
-0.38973,0.31123
-0.35937,0.31374
-0.38453,0.25002
-0.27194,0.29819
-0.36845,0.31870
-0.36764,0.22516
-0.20426,0.35610
-0.39081,0.21258
-0.37440,0.32338
-0.26070,0.34643
-0.24527,0.32741
-0.30731,0.40193
-0.29834,0.36364
-0.35702,0.28292
-0.29501,0.37957
-0.38807,0.22471
-0.35454,0.24505
-0.20582,0.39386
-0.38256,0.35122
-0.31113,0.34110
-0.27067,0.31677
-0.31220,0.30442
-0.41073,0.21457
-0.38346,0.21088
-0.28047,0.34070
-0.30018,0.36777
